bf800000:	dummy;	3.4.0	1.8.4	0	1	0	0
3f68a504:	dummy;	0.914912	12	-12	88
3f69d368:	time lag;	0.90877	0.91491
3f69082c:	dummy;	0.9158689	12	-12	88
3f6bfa5c:	time lag;	0.91028	0.91587
3f693d20:	dummy;	0.916827	12	-12	88
3f6bfed0:	time lag;	0.91109	0.91683
3f698e00:	dummy;	0.9177839	12	-12	88
3f6c02c0:	time lag;	0.91232	0.91778
3f69e0a4:	dummy;	0.918744	12	-12	88
3f6c066c:	time lag;	0.91358	0.91874
3f69e258:	dummy;	0.919684	12	-12	88
3f6c09f8:	time lag;	0.91361	0.91968
3f6a2bb0:	dummy;	0.920642	12	-12	88
3f6c0d70:	time lag;	0.91473	0.92064
3f6a7808:	dummy;	0.921599	12	-12	88
3f6c10e8:	time lag;	0.91589	0.92160
3f6ac96c:	dummy;	0.922557	12	-12	88
3f6c1450:	time lag;	0.91714	0.92256
3f6b1a08:	dummy;	0.923513	12	-12	88
3f6c17b8:	time lag;	0.91837	0.92351
3f6b66c8:	dummy;	0.924472	12	-12	88
3f6e4f00:	time lag;	0.91954	0.92447
3f6bb538:	dummy;	0.925429	12	-12	88
3f6e5374:	time lag;	0.92073	0.92543
3f6bb700:	dummy;	0.926388	8	-11	88
3f6e5744:	time lag;	0.92076	0.92639
3f6c06e0:	dummy;	0.927344	4	-10	88
3f6e5adc:	time lag;	0.92198	0.92734
3f6c5510:	dummy;	0.928302	0	-9	88
3f6e5e68:	time lag;	0.92317	0.92830
3f6c9a88:	dummy;	0.929258	-4	-8	88
3f6e61e0:	time lag;	0.92423	0.92926
3f6ce9b4:	dummy;	0.930215	-4	-8	88
3f6e6644:	time lag;	0.92544	0.93022
3f6d3780:	dummy;	0.931171	-4	-8	88
3f6e69e0:	time lag;	0.92663	0.93117
3f6d3954:	dummy;	0.93213	-4	-8	88
3f6e6d58:	time lag;	0.92666	0.93213
3f6d39a8:	dummy;	0.933087	-4	-8	88
3f6e70b0:	time lag;	0.92666	0.93309
3f6da578:	dummy;	0.93404	-4	-8	88
3f70b72c:	time lag;	0.92831	0.93404
3f6dcef4:	dummy;	0.934987	-4	-8	88
3f70be20:	time lag;	0.92894	0.93499
3f6e1d44:	dummy;	0.935932	-4	-8	88
3f70c428:	time lag;	0.93013	0.93593
3f6e6b94:	dummy;	0.936889	-4	-8	88
3f70ca40:	time lag;	0.93133	0.93689
3f6eba08:	dummy;	0.937846	-4	-8	88
3f70d458:	time lag;	0.93253	0.93785
3f6f05c8:	dummy;	0.938802	-4	-8	88
3f70d910:	time lag;	0.93368	0.93880
3f6f078c:	dummy;	0.93976	-4	-8	88
3f70dcfc:	time lag;	0.93371	0.93976
3f6f48d4:	dummy;	0.940711	-4	-8	88
3f70e0a8:	time lag;	0.93471	0.94071
3f6f92b0:	dummy;	0.941655	-4	-8	88
3f70e444:	time lag;	0.93583	0.94166
3f70192c:	dummy;	0.9426109	-3	-8	88
3f7303c0:	time lag;	0.93788	0.94261
3f702764:	dummy;	0.943568	-2	-8	88
3f730848:	time lag;	0.93810	0.94357
3f70793c:	dummy;	0.944523	-1	-8	88
3f730c24:	time lag;	0.93935	0.94452
3f70ca40:	dummy;	0.945481	0	-8	88
3f731014:	time lag;	0.94059	0.94548
3f70cc04:	dummy;	0.946435	0	-8	88
3f7313d0:	time lag;	0.94061	0.94644
3f711548:	dummy;	0.947392	0	-8	88
3f731758:	time lag;	0.94173	0.94739
3f716248:	dummy;	0.9483479	0	-8	88
3f731ae4:	time lag;	0.94291	0.94835
3f71b1d8:	dummy;	0.949306	0	-8	88
3f731e4c:	time lag;	0.94412	0.94931
3f72004c:	dummy;	0.950261	0	-8	88
3f7321a4:	time lag;	0.94532	0.95026
3f725668:	dummy;	0.951217	0	-8	88
3f753db8:	time lag;	0.94663	0.95122
3f72920c:	dummy;	0.952172	0	-8	88
3f75436c:	time lag;	0.94754	0.95217
3f7293b0:	dummy;	0.95313	0	-8	88
3f75478c:	time lag;	0.94757	0.95313
3f72df30:	dummy;	0.954086	0	-8	88
3f754b38:	time lag;	0.94872	0.95409
3f72e0d4:	dummy;	0.955037	0	-8	88
3f754ed4:	time lag;	0.94874	0.95504
3f73211c:	dummy;	0.955986	0	-8	88
3f75524c:	time lag;	0.94972	0.95599
3f737048:	dummy;	0.9569281	0	-8	88
3f7555c4:	time lag;	0.95093	0.95693
3f73c0b0:	dummy;	0.9578859	2	-8	87
3f755940:	time lag;	0.95216	0.95789
3f74113c:	dummy;	0.958841	4	-8	86
3f755ca8:	time lag;	0.95339	0.95884
3f7461a8:	dummy;	0.959797	6	-8	85
3f756020:	time lag;	0.95462	0.95980
3f74636c:	dummy;	0.960752	8	-8	84
3f756378:	time lag;	0.95464	0.96075
3f74aafc:	dummy;	0.9617041	8	-8	84
3f776674:	time lag;	0.95573	0.96170
3f74fe9c:	dummy;	0.962648	8	-8	84
3f776af8:	time lag;	0.95701	0.96265
3f754f38:	dummy;	0.963604	8	-8	84
3f776ed8:	time lag;	0.95824	0.96360
3f759fc4:	dummy;	0.964559	8	-8	84
3f77734c:	time lag;	0.95947	0.96456
3f75e81c:	dummy;	0.965514	8	-8	84
3f7776e8:	time lag;	0.96057	0.96551
3f75e908:	dummy;	0.966471	8	-8	84
3f777a60:	time lag;	0.96059	0.96647
3f763ac0:	dummy;	0.9674271	8	-8	84
3f777dd8:	time lag;	0.96183	0.96743
3f768568:	dummy;	0.968383	8	-8	84
3f778150:	time lag;	0.96297	0.96838
3f76d634:	dummy;	0.969339	8	-8	84
3f79d0c8:	time lag;	0.96421	0.96934
3f772410:	dummy;	0.970297	8	-8	84
3f79d5d4:	time lag;	0.96539	0.97030
3f777a0c:	dummy;	0.971253	8	-8	84
3f79d9b0:	time lag;	0.96671	0.97125
3f777bb0:	dummy;	0.972208	8	-8	84
3f79dd4c:	time lag;	0.96673	0.97221
3f77beb8:	dummy;	0.973164	8	-8	84
3f79e0d8:	time lag;	0.96775	0.97316
3f77c070:	dummy;	0.974121	7	-7	84
3f79e53c:	time lag;	0.96778	0.97412
3f780bac:	dummy;	0.975074	6	-6	84
3f79e8d4:	time lag;	0.96893	0.97507
3f785c58:	dummy;	0.976012	5	-5	84
3f79ec3c:	time lag;	0.97016	0.97601
3f78ab0c:	dummy;	0.9769629	4	-4	84
3f79efb8:	time lag;	0.97136	0.97696
3f79247c:	dummy;	0.977906	4	-4	84
3f7c2460:	time lag;	0.97321	0.97791
3f7926b8:	dummy;	0.978862	4	-4	84
3f7c28d4:	time lag;	0.97325	0.97886
3f793dc8:	dummy;	0.979817	4	-4	84
3f7c2cb4:	time lag;	0.97360	0.97982
3f79885c:	dummy;	0.980773	4	-4	84
3f7c303c:	time lag;	0.97474	0.98077
3f79da18:	dummy;	0.9817249	4	-4	84
3f7c34e4:	time lag;	0.97598	0.98172
3f7a2b38:	dummy;	0.982669	4	-4	84
3f7c384c:	time lag;	0.97722	0.98267
3f7a79bc:	dummy;	0.983625	4	-4	84
3f7c3bc4:	time lag;	0.97842	0.98362
3f7aca04:	dummy;	0.9845799	4	-4	84
3f7c3fc4:	time lag;	0.97965	0.98458
3f7acbb8:	dummy;	0.985536	4	-4	84
3f7c431c:	time lag;	0.97967	0.98554
3f7b1120:	dummy;	0.986492	4	-4	84
3f7c4684:	time lag;	0.98073	0.98649
3f7b7b5c:	dummy;	0.9874479	4	-4	84
3f7e4fec:	time lag;	0.98235	0.98745
3f7ba94c:	dummy;	0.988404	4	-4	84
3f7e5450:	time lag;	0.98305	0.98840
3f7bf7ac:	dummy;	0.98936	5	-5	85
3f7e582c:	time lag;	0.98425	0.98936
3f7c4610:	dummy;	0.990317	6	-6	86
3f7e5cb4:	time lag;	0.98544	0.99032
3f7c93c8:	dummy;	0.991274	7	-7	87
3f7e6060:	time lag;	0.98663	0.99127
3f7c958c:	dummy;	0.99223	8	-8	88
3f7e63d8:	time lag;	0.98666	0.99223
3f7cda1c:	dummy;	0.9931849	8	-8	88
3f7e6740:	time lag;	0.98770	0.99318
3f7d1e88:	dummy;	0.994143	8	-8	88
3f7e6aa8:	time lag;	0.98875	0.99414
3f7d203c:	dummy;	0.995099	8	-8	88
3f7e6e10:	time lag;	0.98877	0.99510
3f7d6dd4:	dummy;	0.996052	8	-8	88
3f7e7254:	time lag;	0.98996	0.99605
3f7db424:	dummy;	0.996991	8	-8	88
3f803cc8:	time lag;	0.99103	0.99699
3f7e086c:	dummy;	0.9979321	8	-8	88
3f803f0c:	time lag;	0.99232	0.99793
3f7e5d8c:	dummy;	0.998889	8	-8	88
3f8040f2:	time lag;	0.99361	0.99889
3f7e60b4:	dummy;	0.9998449	8	-8	88
3f8042c8:	time lag;	0.99366	0.99984
3f7ea77c:	dummy;	1.000801	8	-8	88
3f804484:	time lag;	0.99474	1.00080
3f7eeaa8:	dummy;	1.001756	8	-8	88
3f804642:	time lag;	0.99577	1.00176
3f7f39f4:	dummy;	1.002708	8	-8	88
3f8047f6:	time lag;	0.99698	1.00271
3f7f8878:	dummy;	1.003651	8	-8	88
3f8049aa:	time lag;	0.99818	1.00365
3f7fcee8:	dummy;	1.004606	8	-8	88
3f8165c2:	time lag;	0.99925	1.00461
3f8010b6:	dummy;	1.005561	8	-9	87
3f816806:	time lag;	1.00051	1.00556
3f8038b8:	dummy;	1.006516	8	-10	86
3f8169fc:	time lag;	1.00173	1.00652
3f80398a:	dummy;	1.007473	8	-11	85
3f816bca:	time lag;	1.00176	1.00747
3f805a8a:	dummy;	1.00843	8	-12	84
3f816d90:	time lag;	1.00276	1.00843
3f80834e:	dummy;	1.009385	8	-12	84
3f816f5c:	time lag;	1.00401	1.00938
3f80ae10:	dummy;	1.010342	8	-12	84
3f81711a:	time lag;	1.00531	1.01034
3f80d288:	dummy;	1.0113	8	-12	84
3f8172d6:	time lag;	1.00642	1.01130
3f810d38:	dummy;	1.012256	8	-12	84
3f829878:	time lag;	1.00822	1.01226
3f810e56:	dummy;	1.013211	8	-12	84
3f829aaa:	time lag;	1.00825	1.01321
3f811c64:	dummy;	1.014168	8	-12	84
3f829c9a:	time lag;	1.00868	1.01417
3f811cda:	dummy;	1.015125	8	-12	84
3f829e6e:	time lag;	1.00869	1.01513
3f816fba:	dummy;	1.016084	8	-12	84
3f82a034:	time lag;	1.01122	1.01608
3f8170ac:	dummy;	1.017036	8	-12	84
3f82a1e8:	time lag;	1.01125	1.01704
3f8192c0:	dummy;	1.017983	8	-12	84
3f82a412:	time lag;	1.01229	1.01798
3f81bc90:	dummy;	1.018927	8	-12	84
3f82a5d6:	time lag;	1.01357	1.01893
3f81bd6a:	dummy;	1.019885	8	-12	84
3f82a78a:	time lag;	1.01359	1.01988
3f81e308:	dummy;	1.020841	8	-10	85
3f82a940:	time lag;	1.01474	1.02084
3f820aa6:	dummy;	1.021797	8	-8	86
3f82aaea:	time lag;	1.01595	1.02180
3f82454e:	dummy;	1.022753	8	-6	87
3f83af4a:	time lag;	1.01774	1.02275
3f825048:	dummy;	1.023705	8	-4	88
3f83b18e:	time lag;	1.01807	1.02371
3f827b8a:	dummy;	1.024648	8	-4	88
3f83b37c:	time lag;	1.01940	1.02465
3f82a434:	dummy;	1.025604	8	-4	88
3f83b552:	time lag;	1.02064	1.02560
3f82a516:	dummy;	1.026558	8	-4	88
3f83b718:	time lag;	1.02066	1.02656
3f82c8c6:	dummy;	1.027514	8	-4	88
3f83b8cc:	time lag;	1.02175	1.02751
3f82f00e:	dummy;	1.02847	8	-4	88
3f83ba88:	time lag;	1.02295	1.02847
3f83178c:	dummy;	1.029424	8	-4	88
3f83bc44:	time lag;	1.02416	1.02942
3f833f18:	dummy;	1.03038	8	-4	88
3f83bdf8:	time lag;	1.02536	1.03038
3f836630:	dummy;	1.031334	8	-4	88
3f84d520:	time lag;	1.02656	1.03133
3f8366fa:	dummy;	1.032291	8	-4	88
3f84d74a:	time lag;	1.02658	1.03229
3f838bac:	dummy;	1.033247	8	-4	88
3f84d930:	time lag;	1.02770	1.03325
3f83b0de:	dummy;	1.034203	8	-4	88
3f84dafe:	time lag;	1.02884	1.03420
3f83d1cc:	dummy;	1.035158	8	-4	88
3f84dcba:	time lag;	1.02984	1.03516
3f83d252:	dummy;	1.036116	8	-4	88
3f84de76:	time lag;	1.02986	1.03612
3f83f6d4:	dummy;	1.037068	7	-5	88
3f84e03c:	time lag;	1.03097	1.03707
3f841c26:	dummy;	1.038008	6	-6	88
3f84e1f0:	time lag;	1.03211	1.03801
3f8441de:	dummy;	1.038959	5	-7	88
3f84e3a4:	time lag;	1.03326	1.03896
3f84678c:	dummy;	1.039903	4	-8	88
3f84e5b4:	time lag;	1.03441	1.03990
3f849014:	dummy;	1.040858	4	-8	88
3f85ff82:	time lag;	1.03565	1.04086
3f8490ee:	dummy;	1.041814	4	-8	88
3f8601c4:	time lag;	1.03567	1.04181
3f84b484:	dummy;	1.042769	4	-8	88
3f8603b4:	time lag;	1.03676	1.04277
3f84dd48:	dummy;	1.043721	4	-8	88
3f86058a:	time lag;	1.03800	1.04372
3f8504bc:	dummy;	1.044664	4	-8	88
3f860746:	time lag;	1.03921	1.04466
3f852968:	dummy;	1.045621	4	-8	88
3f8608fa:	time lag;	1.04033	1.04562
3f854c90:	dummy;	1.046576	4	-8	88
3f860aae:	time lag;	1.04140	1.04658
3f8572d6:	dummy;	1.047531	4	-8	88
3f860c62:	time lag;	1.04257	1.04753
3f85734c:	dummy;	1.048486	4	-8	88
3f860e18:	time lag;	1.04258	1.04849
3f85a86a:	dummy;	1.049443	4	-8	88
3f87270c:	time lag;	1.04420	1.04944
3f85b6dc:	dummy;	1.050399	4	-8	88
3f8729aa:	time lag;	1.04464	1.05040
3f85d820:	dummy;	1.051355	4	-8	88
3f872bb2:	time lag;	1.04566	1.05136
3f85fd9c:	dummy;	1.052311	4	-8	87
3f872d90:	time lag;	1.04680	1.05231
3f86238e:	dummy;	1.053269	4	-8	86
3f872f5e:	time lag;	1.04796	1.05327
3f864966:	dummy;	1.054224	4	-8	85
3f87312c:	time lag;	1.04911	1.05422
3f866f50:	dummy;	1.05518	4	-8	84
3f8732f0:	time lag;	1.05027	1.05518
3f86959e:	dummy;	1.056137	4	-8	84
3f8734ac:	time lag;	1.05144	1.05614
3f86962e:	dummy;	1.057093	4	-8	84
3f87366a:	time lag;	1.05146	1.05709
3f86d0e6:	dummy;	1.058045	4	-8	84
3f884018:	time lag;	1.05325	1.05804
3f86d202:	dummy;	1.058983	4	-8	84
3f8842d0:	time lag;	1.05328	1.05898
3f86ded2:	dummy;	1.059926	4	-8	84
3f8844d8:	time lag;	1.05367	1.05993
3f870a1c:	dummy;	1.060882	4	-8	84
3f8846b6:	time lag;	1.05500	1.06088
3f873272:	dummy;	1.061838	4	-8	84
3f8848fa:	time lag;	1.05623	1.06184
3f8759a4:	dummy;	1.062793	4	-8	84
3f884ad0:	time lag;	1.05742	1.06279
3f878212:	dummy;	1.063748	4	-8	84
3f884c94:	time lag;	1.05866	1.06375
3f8782f6:	dummy;	1.0647	4	-8	84
3f884e5a:	time lag;	1.05868	1.06470
3f87a4be:	dummy;	1.065641	4	-8	84
3f885016:	time lag;	1.05972	1.06564
3f87cda2:	dummy;	1.066596	4	-8	84
3f8851ca:	time lag;	1.06096	1.06660
3f87f092:	dummy;	1.067551	4	-8	84
3f8972c6:	time lag;	1.06203	1.06755
3f881848:	dummy;	1.068506	3	-8	83
3f897508:	time lag;	1.06324	1.06851
3f88424a:	dummy;	1.069462	2	-8	82
3f8976f6:	time lag;	1.06452	1.06946
3f8865e8:	dummy;	1.070417	1	-8	81
3f8978cc:	time lag;	1.06561	1.07042
3f8866cc:	dummy;	1.071373	0	-8	80
3f897a92:	time lag;	1.06564	1.07137
3f888ce8:	dummy;	1.072328	0	-8	80
3f897c46:	time lag;	1.06680	1.07233
3f88de44:	dummy;	1.073285	0	-8	80
3f897e02:	time lag;	1.06928	1.07329
3f88df26:	dummy;	1.074241	0	-8	80
3f897fbe:	time lag;	1.06931	1.07424
3f891a1a:	dummy;	1.075196	0	-8	80
3f8a9c46:	time lag;	1.07111	1.07520
3f891b40:	dummy;	1.076151	0	-8	80
3f8a9e80:	time lag;	1.07114	1.07615
3f891b72:	dummy;	1.077107	0	-8	80
3f8aa05e:	time lag;	1.07115	1.07711
3f8927e6:	dummy;	1.078059	0	-8	80
3f8aa22c:	time lag;	1.07153	1.07806
3f894e98:	dummy;	1.079006	0	-8	80
3f8aa3e0:	time lag;	1.07271	1.07901
3f897692:	dummy;	1.079957	0	-8	80
3f8aa59c:	time lag;	1.07393	1.07996
3f899b4e:	dummy;	1.0809	0	-8	80
3f8aa748:	time lag;	1.07505	1.08090
3f89c2ba:	dummy;	1.081853	0	-8	80
3f8aa8fc:	time lag;	1.07626	1.08185
3f89ebd0:	dummy;	1.082808	0	-8	80
3f8aaaa8:	time lag;	1.07751	1.08281
3f8a1134:	dummy;	1.083763	0	-8	81
3f8aacd2:	time lag;	1.07865	1.08376
3f8a1216:	dummy;	1.084714	0	-8	82
3f8aae96:	time lag;	1.07868	1.08471
3f8a4902:	dummy;	1.085657	0	-8	83
3f8badfc:	time lag;	1.08035	1.08566
3f8a5508:	dummy;	1.086613	0	-8	84
3f8bb036:	time lag;	1.08072	1.08661
3f8a7eea:	dummy;	1.087568	0	-8	84
3f8bb224:	time lag;	1.08200	1.08757
3f8aa64c:	dummy;	1.088522	0	-8	84
3f8bb3f2:	time lag;	1.08320	1.08852
3f8ace9a:	dummy;	1.089478	0	-8	84
3f8bb5b8:	time lag;	1.08443	1.08948
3f8af53c:	dummy;	1.090433	0	-8	84
3f8bb7e0:	time lag;	1.08561	1.09043
3f8af60e:	dummy;	1.091389	0	-8	84
3f8bb9ae:	time lag;	1.08563	1.09139
3f8b1948:	dummy;	1.092344	0	-8	84
3f8bbb62:	time lag;	1.08671	1.09234
3f8b3f10:	dummy;	1.0933	0	-8	84
3f8bbd16:	time lag;	1.08786	1.09330
3f8b647c:	dummy;	1.094254	0	-8	84
3f8ce116:	time lag;	1.08900	1.09425
3f8b8d48:	dummy;	1.095209	0	-8	84
3f8ce348:	time lag;	1.09025	1.09521
3f8bb4cc:	dummy;	1.096164	0	-8	84
3f8ce536:	time lag;	1.09145	1.09616
3f8bb5b8:	dummy;	1.097121	0	-8	84
3f8ce70c:	time lag;	1.09148	1.09712
3f8bdbfc:	dummy;	1.098078	0	-8	84
3f8ce8d2:	time lag;	1.09265	1.09808
3f8bdce0:	dummy;	1.099028	0	-8	84
3f8cea8e:	time lag;	1.09268	1.09903
3f8bfee2:	dummy;	1.099979	1	-9	84
3f8cec42:	time lag;	1.09372	1.09998
3f8c279e:	dummy;	1.100922	2	-10	84
3f8cedfe:	time lag;	1.09496	1.10092
3f8c4ffc:	dummy;	1.10188	3	-11	84
3f8cefbc:	time lag;	1.09619	1.10188
3f8c8a26:	dummy;	1.102835	4	-12	84
3f8e1190:	time lag;	1.09797	1.10284
3f8c9860:	dummy;	1.103791	4	-12	84
3f8e13dc:	time lag;	1.09840	1.10379
3f8cc188:	dummy;	1.104747	4	-12	84
3f8e15ca:	time lag;	1.09966	1.10475
3f8cc26a:	dummy;	1.1057	4	-12	84
3f8e181e:	time lag;	1.09968	1.10570
3f8ce30c:	dummy;	1.106643	4	-12	84
3f8e19fc:	time lag;	1.10068	1.10664
3f8d06a2:	dummy;	1.107599	4	-12	84
3f8e1bb8:	time lag;	1.10176	1.10760
3f8d2f76:	dummy;	1.108555	4	-12	84
3f8e1d7e:	time lag;	1.10301	1.10855
3f8d5818:	dummy;	1.109511	4	-12	84
3f8e1f3a:	time lag;	1.10425	1.10951
3f8d7fd8:	dummy;	1.110468	4	-12	84
3f8e20ee:	time lag;	1.10546	1.11047
3f8dbb5a:	dummy;	1.111424	4	-12	84
3f8f33c2:	time lag;	1.10728	1.11142
3f8dbc80:	dummy;	1.112382	4	-12	84
3f8f361e:	time lag;	1.10732	1.11238
3f8dcb68:	dummy;	1.113337	4	-12	84
3f8f381e:	time lag;	1.10777	1.11334
3f8df36a:	dummy;	1.114296	4	-12	84
3f8f39f4:	time lag;	1.10899	1.11430
3f8e148c:	dummy;	1.115252	4	-12	84
3f8f3bb0:	time lag;	1.11000	1.11525
3f8e3dcc:	dummy;	1.116209	3	-12	84
3f8f3d6c:	time lag;	1.11126	1.11621
3f8e6506:	dummy;	1.117165	2	-12	84
3f8f3f32:	time lag;	1.11246	1.11716
3f8e65f2:	dummy;	1.118123	1	-12	84
3f8f40e6:	time lag;	1.11249	1.11812
3f8e8ac6:	dummy;	1.11908	0	-12	84
3f8f429a:	time lag;	1.11361	1.11908
3f8e8bb0:	dummy;	1.120033	0	-12	84
3f8f444e:	time lag;	1.11364	1.12003
3f8eb008:	dummy;	1.120978	0	-12	84
3f8f4602:	time lag;	1.11475	1.12098
3f8ee054:	dummy;	1.121922	0	-12	84
3f905dd8:	time lag;	1.11622	1.12192
3f8ef788:	dummy;	1.122879	0	-12	84
3f906014:	time lag;	1.11693	1.12288
3f8f1f0c:	dummy;	1.123835	0	-12	84
3f9061fa:	time lag;	1.11813	1.12383
3f8f465e:	dummy;	1.124791	0	-12	84
3f9063c8:	time lag;	1.11933	1.12479
3f8f6f90:	dummy;	1.125747	0	-12	84
3f906584:	time lag;	1.12059	1.12575
3f8f7060:	dummy;	1.1267	0	-12	84
3f906740:	time lag;	1.12062	1.12670
3f8f9104:	dummy;	1.127642	0	-12	84
3f906994:	time lag;	1.12161	1.12764
3f8fb7fa:	dummy;	1.128597	0	-12	84
3f906b62:	time lag;	1.12280	1.12860
3f90052e:	dummy;	1.129552	0	-12	84
3f918c12:	time lag;	1.12516	1.12955
3f900610:	dummy;	1.130508	0	-12	84
3f918e44:	time lag;	1.12519	1.13051
3f902d52:	dummy;	1.131465	2	-12	83
3f91908e:	time lag;	1.12638	1.13146
3f905692:	dummy;	1.132421	4	-12	82
3f919264:	time lag;	1.12764	1.13242
3f905776:	dummy;	1.133378	6	-12	81
3f91942a:	time lag;	1.12767	1.13338
3f90793e:	dummy;	1.134334	8	-12	80
3f9195de:	time lag;	1.12870	1.13433
3f90a056:	dummy;	1.135292	8	-12	80
3f919792:	time lag;	1.12989	1.13529
3f90c9a8:	dummy;	1.136248	8	-12	80
3f91993e:	time lag;	1.13115	1.13625
3f90f102:	dummy;	1.137205	8	-12	80
3f919b70:	time lag;	1.13235	1.13721
3f911a54:	dummy;	1.139842	8	-12	80
3f919d34:	time lag;	1.13362	1.13984
3f913e68:	dummy;	1.140802	8	-12	80
3f92b884:	time lag;	1.13472	1.14080
3f916852:	dummy;	1.141759	8	-12	80
3f92bad0:	time lag;	1.13600	1.14176
3f918fa4:	dummy;	1.142712	8	-12	80
3f92bcbe:	time lag;	1.13720	1.14271
3f91b6d4:	dummy;	1.143656	8	-12	80
3f92be94:	time lag;	1.13839	1.14366
3f91df00:	dummy;	1.144613	8	-12	80
3f92c050:	time lag;	1.13962	1.14461
3f91dfe4:	dummy;	1.145569	8	-12	80
3f92c2ac:	time lag;	1.13965	1.14557
3f9201ac:	dummy;	1.146524	8	-12	80
3f92c47a:	time lag;	1.14068	1.14652
3f92249a:	dummy;	1.147481	8	-12	82
3f92c62e:	time lag;	1.14174	1.14748
3f92609a:	dummy;	1.148439	8	-12	84
3f93cf68:	time lag;	1.14357	1.14844
3f92733e:	dummy;	1.149396	8	-12	86
3f93d1a2:	time lag;	1.14414	1.14940
3f929a78:	dummy;	1.150353	8	-12	88
3f93d392:	time lag;	1.14534	1.15035
3f92c3ba:	dummy;	1.151311	8	-12	88
3f93d5d4:	time lag;	1.14660	1.15131
3f92c49c:	dummy;	1.152268	8	-12	88
3f93d7aa:	time lag;	1.14663	1.15227
3f92e70c:	dummy;	1.153224	8	-12	88
3f93d95e:	time lag;	1.14768	1.15322
3f9308ee:	dummy;	1.154181	8	-12	88
3f93db1a:	time lag;	1.14871	1.15418
3f9330ae:	dummy;	1.15514	8	-12	88
3f93dcc6:	time lag;	1.14992	1.15514
3f9331a0:	dummy;	1.156096	8	-12	88
3f93de72:	time lag;	1.14995	1.15610
3f9357de:	dummy;	1.157051	8	-12	88
3f93e048:	time lag;	1.15112	1.15705
3f937b18:	dummy;	1.158002	8	-12	88
3f94f61e:	time lag;	1.15219	1.15800
3f93a484:	dummy;	1.158955	8	-12	88
3f94f85a:	time lag;	1.15346	1.15895
3f93ca64:	dummy;	1.159899	8	-12	88
3f94fa50:	time lag;	1.15461	1.15990
3f93cb3e:	dummy;	1.160855	8	-12	88
3f94fc26:	time lag;	1.15464	1.16085
3f93ed74:	dummy;	1.161811	8	-12	88
3f94fde2:	time lag;	1.15568	1.16181
3f941448:	dummy;	1.162767	8	-11	89
3f94ff8e:	time lag;	1.15687	1.16277
3f943b8a:	dummy;	1.163719	8	-10	90
3f950142:	time lag;	1.15807	1.16372
3f9462c4:	dummy;	1.164663	8	-9	91
3f9502ee:	time lag;	1.15926	1.16466
3f949d52:	dummy;	1.165621	8	-8	92
3f9621e2:	time lag;	1.16105	1.16562
3f949e6e:	dummy;	1.166576	8	-8	92
3f962424:	time lag;	1.16108	1.16658
3f94b08e:	dummy;	1.167531	8	-8	92
3f96260c:	time lag;	1.16164	1.16753
3f94d202:	dummy;	1.168485	8	-8	92
3f9627ea:	time lag;	1.16266	1.16848
3f94f5c2:	dummy;	1.169442	8	-8	92
3f9629ae:	time lag;	1.16375	1.16944
3f951ea8:	dummy;	1.170407	8	-8	92
3f962b6a:	time lag;	1.16500	1.17041
3f95478c:	dummy;	1.171362	8	-8	92
3f962d20:	time lag;	1.16625	1.17136
3f956dc2:	dummy;	1.172319	8	-8	92
3f962ed4:	time lag;	1.16741	1.17232
3f9593ee:	dummy;	1.173275	8	-8	92
3f96319c:	time lag;	1.16858	1.17328
3f9594c8:	dummy;	1.174231	8	-8	92
3f96341a:	time lag;	1.16860	1.17423
3f95cee2:	dummy;	1.175186	8	-8	92
3f9737d2:	time lag;	1.17038	1.17519
3f95dcae:	dummy;	1.176142	8	-8	92
3f973a04:	time lag;	1.17080	1.17614
3f95dd76:	dummy;	1.177099	8	-8	92
3f973bea:	time lag;	1.17082	1.17710
3f960618:	dummy;	1.178052	8	-8	92
3f973db8:	time lag;	1.17206	1.17805
3f962e78:	dummy;	1.179001	9	-7	91
3f973f74:	time lag;	1.17329	1.17900
3f9656f0:	dummy;	1.179954	10	-6	90
3f974132:	time lag;	1.17453	1.17995
3f967c52:	dummy;	1.180898	11	-5	89
3f9742dc:	time lag;	1.17567	1.18090
3f967d2c:	dummy;	1.181855	12	-4	88
3f97449a:	time lag;	1.17569	1.18186
3f969e66:	dummy;	1.182811	12	-4	88
3f97464e:	time lag;	1.17671	1.18281
3f96c672:	dummy;	1.183767	12	-4	88
3f9747fa:	time lag;	1.17793	1.18377
3f96eaa6:	dummy;	1.184724	12	-4	88
3f984ac6:	time lag;	1.17904	1.18472
3f9715ae:	dummy;	1.185664	12	-4	88
3f984d02:	time lag;	1.18035	1.18566
3f973dea:	dummy;	1.186621	12	-4	88
3f984ee8:	time lag;	1.18158	1.18662
3f973ed6:	dummy;	1.187578	12	-4	88
3f9850b6:	time lag;	1.18161	1.18758
3f976346:	dummy;	1.188533	12	-4	88
3f985272:	time lag;	1.18272	1.18853
3f978bc6:	dummy;	1.18949	12	-4	88
3f985426:	time lag;	1.18395	1.18949
3f97b37c:	dummy;	1.190446	12	-4	88
3f9855da:	time lag;	1.18516	1.19045
3f97dac6:	dummy;	1.191403	12	-4	88
3f98578e:	time lag;	1.18636	1.19140
3f980326:	dummy;	1.192359	12	-4	88
3f997554:	time lag;	1.18760	1.19236
3f980408:	dummy;	1.193317	12	-4	88
3f99778e:	time lag;	1.18762	1.19332
3f982680:	dummy;	1.194273	11	-4	88
